Sender_account,Receiver_account,Amount,Date,Sender_bank_location,Receiver_bank_location,Payment_type,Laundering_type,alert_type,risk_level
3792189465,7080357663,5428.45,2022-10-07,Mexico,UK,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
244832067,3754234469,5424.54,2022-12-10,Pakistan,Spain,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8068502418,3173291888,5420.60,2022-12-09,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
3799325124,3754234469,5418.38,2022-12-11,UK,Spain,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8212330109,2534644942,5412.81,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
9792625103,3173291888,5411.62,2022-12-14,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
8212330109,2534644942,5399.53,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
2173103945,6953672776,5395.33,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
7965472676,6646502650,5395.01,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
6058562879,386440627,5387.98,2022-11-21,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8537288551,975871064,5379.18,2022-11-04,UK,Pakistan,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
8166392165,8006681784,5355.35,2022-10-07,UK,Turkey,Cross-border,Normal_Periodical,"CROSS BORDER RISK",LOW
6663936621,3754234469,5352.43,2022-12-14,UK,Spain,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3979625953,3623327233,5341.83,2022-10-10,UK,Spain,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
3990611901,3754234469,5325.41,2022-12-13,UK,Spain,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3271196078,386440627,5311.36,2022-11-22,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8094120479,5588112676,5298.27,2022-12-09,Italy,UK,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
6558961368,3173291888,5289.42,2022-10-10,Turkey,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
8778587933,3173291888,5285.66,2022-12-06,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
7990986315,3754234469,5273.51,2022-12-08,UK,Spain,Cross-border,Structuring,"CROSS BORDER RISK",LOW
1424693007,2692927449,5264.03,2022-10-21,UK,Nigeria,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
8128089177,3754234469,5255.25,2022-12-12,UK,Spain,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9334364016,7892884492,5255.05,2022-10-07,UK,USA,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
7143010173,1493436023,5246.41,2022-10-07,Mexico,UK,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
8660233283,5023341361,5238.24,2022-11-23,UK,USA,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",LOW
9334364016,7892884492,5230.59,2022-10-07,UK,USA,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
4020208629,4533942149,5227.48,2022-12-03,UK,Italy,Cross-border,Gather-Scatter,"CROSS BORDER RISK",LOW
9416949366,6032183994,5220.21,2022-12-03,UK,Pakistan,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
4775429005,7523001726,5216.40,2022-11-12,Mexico,UK,Cross-border,Bipartite,"CROSS BORDER RISK",LOW
4775429005,8589177742,5213.43,2022-11-08,Mexico,UK,Cross-border,Bipartite,"CROSS BORDER RISK",LOW
9891968510,5023341361,5211.19,2022-11-22,UK,USA,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",LOW
985146395,3173291888,5211.09,2022-12-08,Austria,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
954553425,3220805794,5204.19,2022-12-12,UK,Turkey,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
7905216304,3173291888,5202.84,2022-12-12,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
288448161,3754234469,5195.42,2022-12-14,UK,Spain,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9562274039,1634056830,5180.62,2022-11-06,UK,Morocco,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
9334364016,7892884492,5174.64,2022-10-07,UK,USA,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
4353995266,6646502650,5171.09,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
7434320725,3754234469,5170.74,2022-12-09,UK,Spain,Cross-border,Structuring,"CROSS BORDER RISK",LOW
4382775538,390559734,5169.86,2022-11-09,Switzerland,UK,Cross-border,Bipartite,"CROSS BORDER RISK",LOW
9334364016,7892884492,5158.10,2022-10-07,UK,USA,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
7900125583,3009831077,5157.16,2022-10-11,UK,UAE,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
5714926472,2534644942,5137.39,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
8173887384,2965465245,5124.29,2022-12-14,UK,Austria,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
7501327339,3546968911,5068.46,2022-10-07,UK,Germany,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
7501327339,3546968911,5060.59,2022-10-07,UK,Germany,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
6018648917,1493634160,5053.48,2022-12-01,UK,India,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
6018648917,9762823713,5048.04,2022-11-27,UK,Germany,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
127154492,5103043844,5048.04,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
3149859158,8197196579,4993.70,2022-10-07,France,UK,Cross-border,Normal_Foward,"CROSS BORDER RISK",LOW
4251149720,9564185840,4985.09,2022-12-08,Morocco,UK,Cross-border,Scatter-Gather,"CROSS BORDER RISK",LOW
1378784400,8430883282,4968.61,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
6141403326,5103043844,4966.06,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
3488949353,3975494843,4945.38,2022-11-26,UK,Morocco,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",MEDIUM
1378784400,8430883282,4935.58,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
4382775538,7523001726,4928.56,2022-11-13,Switzerland,UK,Cross-border,Bipartite,"CROSS BORDER RISK",LOW
1150155424,4221771322,4897.93,2022-10-07,Austria,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
818830460,3683164823,4889.83,2022-11-29,UK,France,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
9484189386,3143116829,4887.57,2022-11-30,UK,Japan,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
6568147162,5336032152,4820.46,2022-11-11,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8537288551,2655675972,4798.65,2022-10-26,UK,Morocco,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
55381759,7116470616,4794.09,2022-11-22,Mexico,UK,Cross-border,Scatter-Gather,"CROSS BORDER RISK",LOW
4550948935,538271136,4789.96,2022-11-28,UK,Morocco,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
7832092963,7748494288,4756.83,2022-12-10,UK,USA,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8684916519,5336032152,4755.30,2022-11-04,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7190719389,6123421761,4748.08,2022-10-18,Nigeria,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
1675743409,7748494288,4738.87,2022-12-06,UK,USA,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8028059135,7748494288,4736.97,2022-12-04,UK,USA,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2065685062,5336032152,4736.40,2022-11-09,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9303470721,5336032152,4731.48,2022-11-06,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7657551830,8094120479,4726.30,2022-11-26,UK,Italy,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
1102444547,9875272308,4720.37,2022-12-10,UK,Spain,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",LOW
4208029954,7748494288,4714.37,2022-12-07,UK,USA,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9725749581,5336032152,4711.68,2022-11-08,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
1669265788,7748494288,4687.80,2022-12-05,UK,USA,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2305137294,5336032152,4676.70,2022-11-07,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9036440190,5336032152,4673.23,2022-11-10,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8282676132,6060853662,4672.59,2022-10-07,Mexico,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
1926054413,5336032152,4660.40,2022-11-05,UAE,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6988324584,5336032152,4657.97,2022-11-03,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
4121324384,148220861,4619.17,2022-10-07,Spain,France,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
6630556764,9101431692,4602.97,2022-11-13,UK,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
3919593175,194129147,4599.56,2022-12-13,UK,Morocco,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
4551306098,9101431692,4585.12,2022-11-07,UK,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
1173553473,9101431692,4564.68,2022-11-11,UK,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
198403508,1316458123,4560.82,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
198403508,1316458123,4556.52,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
1657379341,9101431692,4555.86,2022-11-15,UK,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
6380185082,1316458123,4544.74,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
8501920513,2121314434,4536.38,2022-10-11,UK,Morocco,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
8197072010,7656126612,4534.45,2022-11-06,UK,Albania,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
1241244322,9101431692,4523.59,2022-11-14,Morocco,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
6989271965,4633251124,4496.99,2022-11-30,UK,Nigeria,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
5200424058,5444826363,4489.75,2022-12-13,UK,Germany,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
7263384547,5794331781,4486.16,2022-12-11,UK,Pakistan,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
3950352859,5454032169,4485.91,2022-11-03,UK,Pakistan,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",MEDIUM
5872542769,194129147,4481.47,2022-12-13,UK,Morocco,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
6082530241,9210556116,4479.21,2022-11-27,UK,Spain,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",LOW
5813296620,7151718803,4477.03,2022-10-07,India,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8203229522,5254058209,4464.97,2022-10-07,UK,UAE,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
692686678,7748494288,4464.39,2022-12-09,UK,USA,Cross-border,Structuring,"CROSS BORDER RISK",LOW
5917350547,7779452261,4450.69,2022-11-26,Netherlands,Spain,Cross-border,Fan_Out,"CROSS BORDER RISK",LOW
6598676049,7748494288,4448.48,2022-12-02,UK,USA,Cross-border,Structuring,"CROSS BORDER RISK",LOW
1180835223,194129147,4445.65,2022-12-14,UK,Morocco,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
4121324384,7840880332,4438.45,2022-10-07,Spain,UK,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
3814772835,617354790,4407.23,2022-12-08,UK,India,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
8417752885,1106513551,4405.45,2022-11-27,UK,France,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
1491989064,5088960637,4404.09,2022-10-07,UK,Switzerland,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
9482065091,9101431692,4402.77,2022-11-16,UK,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
1278425401,9931539215,4402.06,2022-11-21,UK,Morocco,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
5021785800,4065028145,4395.54,2022-10-07,UK,Austria,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
5021785800,4065028145,4377.04,2022-10-07,UK,Austria,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
5021785800,4065028145,4376.53,2022-10-07,UK,Austria,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
8203229522,5254058209,4368.21,2022-10-07,UK,UAE,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
3885905606,6167974037,4352.29,2022-10-20,UK,Albania,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",MEDIUM
7911678176,6890773508,4352.05,2022-10-20,Japan,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3302760648,8598528000,4348.07,2022-12-04,UK,UAE,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
7993303298,9101431692,4342.43,2022-11-09,UK,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
2161928970,6890773508,4337.60,2022-10-18,Switzerland,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
905853715,8558866681,4327.58,2022-12-06,India,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6018648917,95462597,4316.88,2022-12-05,UK,Nigeria,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",MEDIUM
3895286750,6174768568,4310.36,2022-10-07,UK,Japan,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
6694937673,8237899279,4299.36,2022-12-06,UK,Nigeria,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",MEDIUM
1099653962,3790148325,4299.15,2022-11-20,Italy,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3168051873,7611326985,4298.88,2022-10-07,UK,India,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
6123762963,2979548522,4283.09,2022-10-21,UK,Albania,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",MEDIUM
9939335199,9101431692,4282.07,2022-11-10,UK,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
4550948935,2020652333,4279.63,2022-10-28,UK,UAE,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
1291265097,8201057754,4273.93,2022-10-08,Italy,UK,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
1572292180,194129147,4250.98,2022-12-15,UK,Morocco,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
930766233,9101431692,4213.69,2022-11-12,UK,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
4734287837,9101431692,4210.11,2022-11-08,UK,Pakistan,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
3873090207,4497771501,4174.32,2022-10-16,UK,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
8537288551,710866686,4160.59,2022-10-31,UK,UAE,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
2509459814,9880023391,4134.53,2022-11-15,UK,Switzerland,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
8660073261,3790148325,4129.19,2022-11-09,Spain,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9707989791,4497771501,4123.44,2022-10-15,UK,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
7900125583,7803522559,4118.34,2022-10-08,UK,Turkey,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
2420393246,4965323415,4103.20,2022-10-28,UK,Turkey,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
6854382721,9214218788,4096.48,2022-11-08,UK,Morocco,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
3046750994,5709569908,4085.77,2022-10-11,USA,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
4202589878,6844529387,4046.92,2022-11-17,India,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6406723714,8379323048,4037.49,2022-12-11,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
3393308952,5046753153,4032.49,2022-11-09,Germany,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6877733892,8570419342,4016.43,2022-10-07,UK,Switzerland,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
2060128523,7123586124,3996.79,2022-10-29,UK,Nigeria,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
5617532830,4497771501,3985.42,2022-10-10,Mexico,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
8340949665,8379323048,3979.32,2022-12-14,Switzerland,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
1424693007,7253924352,3972.24,2022-10-24,UK,Turkey,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
4501271268,4497771501,3966.93,2022-10-08,UK,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
8753869372,4497771501,3963.62,2022-10-13,UK,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
5783727027,6844529387,3962.73,2022-11-24,India,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
445154846,4497771501,3957.87,2022-10-07,UK,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
1422891634,4497771501,3919.79,2022-10-11,UK,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
4251149720,2388098725,3916.95,2022-12-08,Morocco,UK,Cross-border,Scatter-Gather,"CROSS BORDER RISK",LOW
7877257337,4497771501,3904.73,2022-10-12,UK,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
675669049,4497771501,3892.57,2022-10-14,UK,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
1775046511,4497771501,3867.03,2022-10-09,UK,Nigeria,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
9444956233,8202539172,3860.81,2022-10-07,Japan,UK,Cross-border,Fan_In,"CROSS BORDER RISK",LOW
2176135093,4723035903,3837.67,2022-10-18,Switzerland,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
346811235,4723035903,3828.70,2022-10-14,Morocco,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
5243611436,8379323048,3805.14,2022-12-15,UAE,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
8178792185,4723035903,3768.30,2022-10-20,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9332541212,1077741499,3750.32,2022-10-08,UK,Mexico,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
6986759835,5336032152,3748.69,2022-12-13,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
1009483043,4223008197,3720.32,2022-10-07,Germany,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
2390385700,8379323048,3708.46,2022-12-12,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
5576849137,5336032152,3695.85,2022-12-14,UK,Turkey,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6545638988,4723035903,3671.30,2022-10-17,France,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
4192345805,3213443371,3670.84,2022-12-15,UK,Japan,Cross-border,Structuring,"CROSS BORDER RISK",LOW
4055968047,3213443371,3659.67,2022-12-12,UK,Japan,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8849558846,9108447968,3657.87,2022-11-04,UK,France,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3912741326,1757764863,3654.46,2022-11-07,Morocco,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3226909844,2443617213,3639.55,2022-11-06,UK,Japan,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
934071139,3213443371,3638.46,2022-12-14,UK,Japan,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7089073424,3213443371,3635.61,2022-12-13,UK,Japan,Cross-border,Structuring,"CROSS BORDER RISK",LOW
1060260852,2324031931,3620.65,2022-10-07,UK,Italy,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
5392755044,2544092504,3611.40,2022-10-07,UAE,UK,Cross-border,Normal_Group,"CROSS BORDER RISK",LOW
1792169085,2678131952,3609.91,2022-11-11,UK,Morocco,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
6018648917,1331754702,3609.21,2022-11-27,UK,India,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
4599310239,4723035903,3579.02,2022-10-19,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2337289637,4723035903,3559.89,2022-10-13,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
5017378989,1757764863,3544.46,2022-11-06,Japan,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7973807879,4723035903,3524.40,2022-10-16,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
5521904664,7772352930,3524.03,2022-12-09,Japan,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7860334742,7772352930,3520.75,2022-12-14,Nigeria,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
5191792876,4723035903,3518.82,2022-10-12,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
4913551727,4723035903,3514.93,2022-10-15,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2889112657,9108447968,3497.93,2022-11-06,UK,France,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6123762963,6350972201,3495.20,2022-10-22,UK,Nigeria,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",MEDIUM
9488075004,9108447968,3486.82,2022-11-10,UK,France,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6891062860,4505191453,3479.70,2022-11-24,UK,Austria,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
9795472752,7772352930,3466.11,2022-12-13,Germany,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
27721201,1538331336,3459.89,2022-10-07,Pakistan,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
1233589069,9108447968,3452.10,2022-11-09,UK,France,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8668041009,9108447968,3432.96,2022-11-13,UAE,France,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2482701161,7772352930,3399.15,2022-12-12,Netherlands,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7335976595,9108447968,3395.52,2022-11-12,UK,France,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9233324207,9108447968,3391.79,2022-11-11,UK,France,Cross-border,Structuring,"CROSS BORDER RISK",LOW
5358114791,1757764863,3390.36,2022-11-04,India,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8600542721,8804315251,3355.95,2022-10-12,UK,Mexico,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
6042344622,2527215295,3292.99,2022-11-24,UK,Morocco,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
5748489103,5971760311,3252.35,2022-10-07,UK,USA,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
9471903835,6985374793,3240.13,2022-10-18,UAE,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6495167395,1036966315,3229.54,2022-10-07,UK,Morocco,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",MEDIUM
2443617213,1187207050,3229.28,2022-11-19,Japan,UK,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
3950352859,9363716433,3209.19,2022-10-31,UK,Spain,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
4721051060,21609978,3179.44,2022-10-07,Mexico,UK,Cross-border,Normal_Plus_Mutual,"CROSS BORDER RISK",LOW
9050785104,9709712276,3116.06,2022-12-12,UK,Mexico,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
6018648917,1683826585,3082.09,2022-11-30,UK,Mexico,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
2876703970,3140946181,3064.21,2022-11-15,Netherlands,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3992084410,7856837871,3025.15,2022-11-17,Turkey,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
897254603,329034696,2994.33,2022-10-07,UK,UAE,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
9416949366,392741709,2948.69,2022-11-30,UK,UAE,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
3950352859,3305794289,2869.29,2022-11-05,UK,Italy,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
3141178923,3175190058,2863.04,2022-12-03,Japan,UK,Cross-border,Fan_In,"CROSS BORDER RISK",LOW
1147093613,1665774528,2850.79,2022-11-14,India,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
531041847,6459572017,2847.37,2022-10-20,UK,Spain,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
1999169946,3140946181,2836.66,2022-11-14,Italy,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2875874575,7862289914,2824.06,2022-10-11,UK,Italy,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
6989271965,8978752048,2809.54,2022-11-29,UK,Turkey,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
5403364143,7861022135,2791.65,2022-12-12,USA,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7900125583,7625945339,2768.71,2022-10-09,UK,Nigeria,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
1509134836,1665774528,2735.15,2022-11-09,India,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8108846158,4606268887,2733.71,2022-12-14,Turkey,UK,Cross-border,Fan_In,"CROSS BORDER RISK",LOW
3885905606,5187141445,2699.51,2022-10-23,UK,UAE,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
403526894,2819441865,2666.69,2022-10-14,UK,Switzerland,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
582901738,6985374793,2654.16,2022-11-09,Spain,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6345198198,5764915429,2634.29,2022-10-31,UK,Germany,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
