account,Date,amount,alert_type,risk_level
8413340671,2022-10-07,6689.59,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,10781.30,"CROSS BORDER RISK",LOW
5021785800,2022-10-07,12703.36,"CROSS BORDER RISK",LOW
1915450576,2022-10-07,11173.36,"CROSS BORDER RISK",LOW
127154492,2022-10-07,5048.04,"CROSS BORDER RISK",MEDIUM
6877733892,2022-10-07,4016.43,"CROSS BORDER RISK",LOW
6988928906,2022-10-07,8598.60,"CROSS BORDER RISK",LOW
1817675963,2022-10-07,14309.19,"CROSS BORDER RISK",LOW
8465013530,2022-10-07,16768.39,"CROSS BORDER RISK",LOW
3168051873,2022-10-07,4298.88,"CROSS BORDER RISK",LOW
8121014003,2022-10-07,6451.27,"CROSS BORDER RISK",LOW
5264015348,2022-10-07,8451.63,"CROSS BORDER RISK",LOW
7391973347,2022-10-07,118.83,"CROSS BORDER RISK",LOW
6630041445,2022-10-07,12801.57,"CROSS BORDER RISK",LOW
9508689417,2022-10-07,7367.11,"CROSS BORDER RISK",MEDIUM
1378784400,2022-10-07,4968.61,"CROSS BORDER RISK",LOW
8523021855,2022-10-07,13176.52,"CROSS BORDER RISK",LOW
7501327339,2022-10-07,5068.46,"CROSS BORDER RISK",LOW
7788310039,2022-10-07,10634.57,"CROSS BORDER RISK",HIGH
6764548823,2022-10-07,6673.92,"CROSS BORDER RISK",LOW
7965472676,2022-10-07,5395.01,"CROSS BORDER RISK",LOW
2972193348,2022-10-07,6399.51,"CROSS BORDER RISK",MEDIUM
6086421020,2022-10-07,11299.14,"CROSS BORDER RISK",LOW
6541552727,2022-10-07,6868.28,"CROSS BORDER RISK",MEDIUM
6916264887,2022-10-07,6721.51,"CROSS BORDER RISK",LOW
5714926472,2022-10-07,5137.39,"CROSS BORDER RISK",LOW
5470113126,2022-10-07,8919.78,"CROSS BORDER RISK",LOW
3510078932,2022-10-07,7037.43,"CROSS BORDER RISK",LOW
6086421020,2022-10-07,23977.34,"CROSS BORDER RISK",LOW
4344759414,2022-10-07,10179.93,"CROSS BORDER RISK",LOW
2601687073,2022-10-07,9088.05,"CROSS BORDER RISK",LOW
8121014003,2022-10-07,6412.57,"CROSS BORDER RISK",LOW
3255044891,2022-10-07,782.24,"CROSS BORDER RISK",LOW
6456964355,2022-10-07,5664.27,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,18469.73,"CROSS BORDER RISK",LOW
6630041445,2022-10-07,12910.74,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,8552.05,"CROSS BORDER RISK",LOW
1226944129,2022-10-07,13085.62,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,6494.05,"CROSS BORDER RISK",LOW
8389148416,2022-10-07,23159.96,"CROSS BORDER RISK",LOW
5264015348,2022-10-07,8535.66,"CROSS BORDER RISK",LOW
9599009457,2022-10-07,6214.34,"CROSS BORDER RISK",LOW
6117648350,2022-10-07,995.39,"CROSS BORDER RISK",LOW
7367118749,2022-10-07,1428.60,"CROSS BORDER RISK",LOW
3952347143,2022-10-07,8773.04,"CROSS BORDER RISK",LOW
8572039029,2022-10-07,10280.08,"CROSS BORDER RISK",LOW
5931838828,2022-10-07,16195.44,"CROSS BORDER RISK",LOW
7758268667,2022-10-07,16625.96,"CROSS BORDER RISK",HIGH
4121324384,2022-10-07,8567.20,"CROSS BORDER RISK",LOW
5263982631,2022-10-07,27378.48,"CROSS BORDER RISK",LOW
1030692910,2022-10-07,47306.32,"CROSS BORDER RISK",LOW
3325888911,2022-10-07,5827.84,"CROSS BORDER RISK",LOW
8212330109,2022-10-07,5399.53,"CROSS BORDER RISK",LOW
7466302779,2022-10-07,12215.92,"CROSS BORDER RISK",HIGH
9490679180,2022-10-07,6712.96,"CROSS BORDER RISK",MEDIUM
4121324384,2022-10-07,22306.49,"CROSS BORDER RISK",LOW
264095857,2022-10-07,13455.79,"CROSS BORDER RISK",LOW
5021785800,2022-10-07,4395.54,"CROSS BORDER RISK",LOW
2196677893,2022-10-07,11536.49,"CROSS BORDER RISK",LOW
5753088795,2022-10-07,10941.87,"CROSS BORDER RISK",LOW
4526673525,2022-10-07,6796.17,"CROSS BORDER RISK",LOW
4781791357,2022-10-07,13697.47,"CROSS BORDER RISK",LOW
4164568754,2022-10-07,31613.70,"CROSS BORDER RISK",LOW
3952347143,2022-10-07,8737.25,"CROSS BORDER RISK",LOW
3941982399,2022-10-07,2210.55,"CROSS BORDER RISK",LOW
7155736136,2022-10-07,5691.63,"CROSS BORDER RISK",LOW
9938221650,2022-10-07,6706.92,"CROSS BORDER RISK",LOW
5844004044,2022-10-07,1386.38,"CROSS BORDER RISK",LOW
6380185082,2022-10-07,4544.74,"CROSS BORDER RISK",LOW
892793859,2022-10-07,1652.65,"CROSS BORDER RISK",LOW
2603494478,2022-10-07,9170.73,"CROSS BORDER RISK",LOW
6086421020,2022-10-07,24077.58,"CROSS BORDER RISK",LOW
5262790133,2022-10-07,435.62,"CROSS BORDER RISK",LOW
4121839534,2022-10-07,2570.55,"CROSS BORDER RISK",LOW
9053053995,2022-10-07,5672.42,"CROSS BORDER RISK",LOW
8572039029,2022-10-07,10196.94,"CROSS BORDER RISK",LOW
3510078932,2022-10-07,8071.30,"CROSS BORDER RISK",MEDIUM
5392755044,2022-10-07,3611.40,"CROSS BORDER RISK",LOW
602348327,2022-10-07,7444.25,"CROSS BORDER RISK",LOW
4177861783,2022-10-07,11274.18,"CROSS BORDER RISK",LOW
2477803987,2022-10-07,55652.05,"CROSS BORDER RISK",CRITICAL
6650635027,2022-10-07,84.14,"CROSS BORDER RISK",LOW
7965472676,2022-10-07,5429.86,"CROSS BORDER RISK",LOW
9287589980,2022-10-07,5974.06,"CROSS BORDER RISK",MEDIUM
5083667611,2022-10-07,20909.15,"CROSS BORDER RISK",LOW
4164568754,2022-10-07,32122.28,"CROSS BORDER RISK",LOW
637737742,2022-10-07,1341.21,"CROSS BORDER RISK",LOW
6313053040,2022-10-07,487.78,"CROSS BORDER RISK",LOW
5028744894,2022-10-07,61023.46,"CROSS BORDER RISK",LOW
9334364016,2022-10-07,5255.05,"CROSS BORDER RISK",LOW
3149859158,2022-10-07,4993.70,"CROSS BORDER RISK",LOW
7669236826,2022-10-07,7413.01,"CROSS BORDER RISK",LOW
4721051060,2022-10-07,3179.44,"CROSS BORDER RISK",LOW
190346689,2022-10-07,6457.15,"CROSS BORDER RISK",MEDIUM
5706877708,2022-10-07,9277.62,"CROSS BORDER RISK",LOW
4307480727,2022-10-07,765.96,"CROSS BORDER RISK",LOW
9533240429,2022-10-07,549.77,"CROSS BORDER RISK",LOW
3336234389,2022-10-07,7777.73,"CROSS BORDER RISK",LOW
1976727841,2022-10-07,11266.24,"CROSS BORDER RISK",LOW
2299676190,2022-10-07,5881.57,"CROSS BORDER RISK",LOW
1749781869,2022-10-07,19358.85,"CROSS BORDER RISK",LOW
8456279067,2022-10-07,9794.00,"CROSS BORDER RISK",LOW
461573471,2022-10-07,1961.38,"CROSS BORDER RISK",MEDIUM
1009483043,2022-10-07,3720.32,"CROSS BORDER RISK",LOW
7227951716,2022-10-07,1863.64,"CROSS BORDER RISK",LOW
445337741,2022-10-07,5739.17,"CROSS BORDER RISK",LOW
3336234389,2022-10-07,7748.22,"CROSS BORDER RISK",LOW
3510078932,2022-10-07,8658.96,"CROSS BORDER RISK",LOW
6086421020,2022-10-07,11446.68,"CROSS BORDER RISK",LOW
1491989064,2022-10-07,12748.05,"CROSS BORDER RISK",LOW
7367118749,2022-10-07,1430.75,"CROSS BORDER RISK",LOW
6988928906,2022-10-07,8550.99,"CROSS BORDER RISK",LOW
582717708,2022-10-07,17599.85,"CROSS BORDER RISK",LOW
8987848252,2022-10-07,8819.10,"CROSS BORDER RISK",LOW
1491989064,2022-10-07,6066.90,"CROSS BORDER RISK",LOW
7044608957,2022-10-07,1270.82,"CROSS BORDER RISK",LOW
8203229522,2022-10-07,11276.48,"CROSS BORDER RISK",HIGH
1265983749,2022-10-07,2069.64,"CROSS BORDER RISK",LOW
1182528804,2022-10-07,12544.40,"CROSS BORDER RISK",LOW
1226944129,2022-10-07,13528.29,"CROSS BORDER RISK",LOW
9599009457,2022-10-07,9753.24,"CROSS BORDER RISK",LOW
8212330109,2022-10-07,5450.85,"CROSS BORDER RISK",LOW
897254603,2022-10-07,2994.33,"CROSS BORDER RISK",LOW
4331853125,2022-10-07,18837.23,"CROSS BORDER RISK",LOW
8617561409,2022-10-07,432.16,"CROSS BORDER RISK",LOW
8166392165,2022-10-07,5355.35,"CROSS BORDER RISK",LOW
6916264887,2022-10-07,6568.91,"CROSS BORDER RISK",LOW
5982914936,2022-10-07,7911.36,"CROSS BORDER RISK",LOW
8465703037,2022-10-07,14088.24,"CROSS BORDER RISK",HIGH
5813296620,2022-10-07,4477.03,"CROSS BORDER RISK",LOW
3792189465,2022-10-07,5428.45,"CROSS BORDER RISK",LOW
5395605156,2022-10-07,203.19,"CROSS BORDER RISK",LOW
3510078932,2022-10-07,7079.88,"CROSS BORDER RISK",LOW
3442075999,2022-10-07,29850.09,"CROSS BORDER RISK",LOW
229007460,2022-10-07,673.61,"CROSS BORDER RISK",LOW
4672757647,2022-10-07,8453.32,"CROSS BORDER RISK",LOW
2173103945,2022-10-07,5395.33,"CROSS BORDER RISK",LOW
3510078932,2022-10-07,8713.09,"CROSS BORDER RISK",LOW
3614082527,2022-10-07,5457.70,"CROSS BORDER RISK",LOW
3023037899,2022-10-07,31667.00,"CROSS BORDER RISK",HIGH
4055431970,2022-10-07,16647.83,"CROSS BORDER RISK",LOW
9579837699,2022-10-07,5881.33,"CROSS BORDER RISK",LOW
7155736136,2022-10-07,5736.64,"CROSS BORDER RISK",LOW
1378784400,2022-10-07,4935.58,"CROSS BORDER RISK",LOW
2196677893,2022-10-07,11416.75,"CROSS BORDER RISK",LOW
9334364016,2022-10-07,5158.10,"CROSS BORDER RISK",LOW
9599009457,2022-10-07,9945.27,"CROSS BORDER RISK",LOW
1220646142,2022-10-07,7737.64,"CROSS BORDER RISK",LOW
3567089560,2022-10-07,6528.26,"CROSS BORDER RISK",LOW
7155736136,2022-10-07,5712.75,"CROSS BORDER RISK",LOW
5550354567,2022-10-07,7785.78,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,22084.81,"CROSS BORDER RISK",LOW
8987848252,2022-10-07,10011.35,"CROSS BORDER RISK",LOW
4358383639,2022-10-07,7621.27,"CROSS BORDER RISK",LOW
1982710669,2022-10-07,7121.93,"CROSS BORDER RISK",LOW
9490679180,2022-10-07,6656.76,"CROSS BORDER RISK",MEDIUM
6716795265,2022-10-07,2147.23,"CROSS BORDER RISK",MEDIUM
2047410771,2022-10-07,8056.52,"CROSS BORDER RISK",LOW
4117755003,2022-10-07,8591.01,"CROSS BORDER RISK",LOW
5218904199,2022-10-07,6637.91,"CROSS BORDER RISK",LOW
3580636597,2022-10-07,7524.92,"CROSS BORDER RISK",MEDIUM
6630578269,2022-10-07,2026.85,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,8547.67,"CROSS BORDER RISK",LOW
4164568754,2022-10-07,32233.20,"CROSS BORDER RISK",LOW
7143010173,2022-10-07,5246.41,"CROSS BORDER RISK",LOW
5706877708,2022-10-07,9184.01,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,4438.45,"CROSS BORDER RISK",LOW
1220646142,2022-10-07,7829.92,"CROSS BORDER RISK",LOW
1300794618,2022-10-07,7803.02,"CROSS BORDER RISK",LOW
1491989064,2022-10-07,4404.09,"CROSS BORDER RISK",LOW
1382495057,2022-10-07,33973.78,"CROSS BORDER RISK",LOW
5354297720,2022-10-07,8513.62,"CROSS BORDER RISK",LOW
9334364016,2022-10-07,5174.64,"CROSS BORDER RISK",LOW
7837354873,2022-10-07,7818.14,"CROSS BORDER RISK",LOW
8282676132,2022-10-07,4672.59,"CROSS BORDER RISK",LOW
9387530683,2022-10-07,424.58,"CROSS BORDER RISK",LOW
3023037899,2022-10-07,31417.99,"CROSS BORDER RISK",HIGH
1060260852,2022-10-07,3620.65,"CROSS BORDER RISK",LOW
